epoch,epoch duration,loss,val_loss,accuracy,val_accuracy
0,0.0,0.01,0.01,0.0,0.0
1,35.59568977355957,0.003713715998899369,0.0039415574249099285,65.18,72.43
2,35.57733201980591,0.002678318570057551,0.002869808498550864,67.86,75.0
3,35.224775552749634,0.0019688292273453306,0.0022824698073022507,73.21,75.74
4,35.48217177391052,0.002257898627292542,0.0020644739270210266,76.49,79.04
5,35.71112084388733,0.0016367992474919273,0.001896539155174704,78.57,79.41
6,35.403589487075806,0.0018156298569270543,0.0017230728750719743,79.17,79.78
7,35.4186794757843,0.0015790866953986032,0.0019581629072918613,81.25,80.51
8,35.373106956481934,0.0016222134942100162,0.001531812088454471,80.65,82.72
9,35.57280135154724,0.0011827586484806879,0.001649116658989121,86.01,80.51
10,33.5684540271759,0.0013724268369731448,0.0014464521013638552,82.44,86.4
11,33.6083607673645,0.0012606707889409293,0.001407298314220765,85.12,84.93
12,33.623887062072754,0.001121867359394119,0.0012437289252000697,85.71,88.6
13,33.61893439292908,0.0010946107407410939,0.001228885177303763,85.42,87.13
14,33.64098858833313,0.0011366507304566248,0.0013924512793036068,87.2,83.09
15,33.702237606048584,0.001008155977442151,0.0011445073520436006,86.9,86.76
16,33.892773151397705,0.0009095400926612672,0.0010286245275946224,88.39,88.24
17,33.48063063621521,0.0011440647677296684,0.0010086313328322243,86.61,88.6
18,33.196295738220215,0.0012508473758186614,0.0010662244304138072,85.71,87.13
19,35.46135854721069,0.0012622071163994925,0.0009743996402796577,82.44,89.71
20,35.566997051239014,0.0008047253248237428,0.0009357054882189807,89.88,88.97
21,35.129075050354004,0.0009937735185736702,0.0009608848349136464,87.8,90.44
22,35.77216958999634,0.0009783641213462466,0.0008153036675032447,89.29,90.07
23,35.57844281196594,0.0009187265698398862,0.0010257215403458651,87.2,88.6
24,35.23454451560974,0.0008741516974710283,0.0008129157016382498,89.29,90.44
25,35.409486055374146,0.0008719944882960547,0.0008787172572577701,87.8,89.34
26,35.757410287857056,0.0008949017418282372,0.0006633822203559034,89.58,92.65
27,35.244133710861206,0.0009248712587924231,0.0008278164245626505,88.1,90.81
28,35.14541959762573,0.000999567143264271,0.0008536980980459382,88.1,91.18
29,35.66392970085144,0.0008726383426359721,0.0007101784953299691,89.29,92.28
30,35.636343002319336,0.000938600017910912,0.0007192269515465287,87.2,91.54
31,35.29155254364014,0.0007569283424388795,0.0006449575371602003,90.77,92.28
32,35.586771726608276,0.0009320411121561414,0.0008333797621376374,90.48,90.81
33,35.78606867790222,0.0007910458814530145,0.000792287673582049,90.18,91.91
34,35.363184452056885,0.0008309600608689445,0.0005858174579985001,88.99,92.65
35,35.243330240249634,0.0007085205454911504,0.0006943953168742797,91.07,92.65
36,35.68639636039734,0.000594862781110264,0.0007176827091504546,92.26,91.91
37,35.55549597740173,0.0006661661235349518,0.0006151531329926322,92.86,93.38
38,35.21313190460205,0.0007724973062674204,0.0006950615960008957,91.37,91.54
39,35.53608274459839,0.0005465530834737278,0.000650460777037284,93.15,93.75
40,35.58051013946533,0.0006568159553266707,0.0006939090021392878,90.77,93.01
41,35.385292530059814,0.000665524797070594,0.0006707173169535749,90.77,93.38
42,35.264986753463745,0.0006721702271274158,0.0006356274928240215,89.58,91.91
43,35.765669107437134,0.0006764174128572146,0.0006749004344729817,90.48,94.49
44,35.20517110824585,0.0007089866946140925,0.0005441871197784648,92.26,93.75
45,35.27738165855408,0.0006084705126427469,0.0006089774782166761,90.48,93.75
46,35.72994327545166,0.0008305874431417102,0.0006180144846439362,89.88,93.01
47,35.550193071365356,0.0007593580299899692,0.0005710153456996469,90.18,93.38
48,35.27590489387512,0.0006077355217365991,0.0005050881163162343,91.96,94.12
49,35.77706217765808,0.0005132537335157394,0.0005954194485264666,92.86,94.49
50,35.61210870742798,0.0006783532777002879,0.000552730360890136,92.26,93.75
51,35.289215326309204,0.0005889781528995151,0.0005664847352925469,91.96,92.65
52,35.20837044715881,0.0004758106189824286,0.0005797160898937899,94.35,93.38
53,35.83549523353577,0.000493309549277737,0.000544706085587249,94.64,93.75
54,35.31624698638916,0.0006081063211673783,0.0005536338533548748,93.15,93.01
55,35.28207802772522,0.0005202425998591241,0.0006886093932039597,92.56,93.38
56,35.66423320770264,0.0004987680308875584,0.0005642562447225346,94.35,93.75
57,35.54524493217468,0.0004138156682962463,0.0005668800543336308,94.64,93.75
58,35.35647439956665,0.0005669266074186279,0.0005258469678023282,92.56,95.22
59,35.57710385322571,0.0006519997315037818,0.0004713197293526986,91.37,94.49
60,35.6560492515564,0.0007238689632642837,0.0005302174455102752,92.26,93.38
61,35.476826190948486,0.0004156864292564846,0.0005693771492908983,94.35,94.49
62,35.37653946876526,0.000589941983066854,0.0005374732153380618,93.75,94.12
63,35.632944107055664,0.0005613792066772779,0.0004557163783294313,92.86,94.85
64,35.79767465591431,0.0005553786066316423,0.0004669876550050343,92.56,93.75
65,35.4787802696228,0.0005399972377788453,0.0005014790769885568,94.35,95.22
66,35.85680341720581,0.00039263233719837097,0.000529397333807805,94.64,94.12
67,35.850218772888184,0.0006470725028997375,0.0004799688125357908,92.56,94.12
68,35.52903890609741,0.0006124590124402728,0.0004946209271164501,91.96,94.49
69,35.51328945159912,0.00050069529208399,0.0005464944440652343,93.75,94.85
70,35.95793414115906,0.0004125920878279777,0.00043099480407202947,95.24,95.96
71,36.07886838912964,0.00044880838443835575,0.000513433150070555,94.35,94.85
72,35.322192668914795,0.00041030551351252056,0.00047576783553642384,95.83,95.59
73,35.312840938568115,0.0003848496735805557,0.00046219232985202004,95.54,95.22
74,35.763779640197754,0.00043085093299547833,0.000421653118203668,94.05,95.96
75,35.41790771484375,0.0003590928168878669,0.00045572232235880457,95.83,95.96
76,35.573787450790405,0.0004125893825576419,0.0004454233464511002,94.64,96.32
77,35.88431358337402,0.0004749910107680729,0.00048425831996342717,94.35,96.32
78,35.66017532348633,0.00044763168053967614,0.0005509182810783386,94.64,94.49
79,35.364476680755615,0.000439702533185482,0.0004613420323413961,94.64,95.59
80,35.64121413230896,0.00040732093510173614,0.0004411067484932787,94.94,95.59
81,35.954659938812256,0.0002876985152917249,0.0005090318291502841,97.02,94.85
82,35.47439384460449,0.0003902300571401914,0.0005233305342057172,94.64,94.85
83,35.58218026161194,0.00028539779374287243,0.00035178209381068456,97.32,96.69
84,35.79935932159424,0.0004706160564507757,0.00039110217681702445,95.24,95.59
85,35.93228816986084,0.000307941853645302,0.0003908925470622147,96.43,95.59
86,35.90723633766174,0.0003241097244123618,0.00043740312514059683,95.24,95.22
87,35.76031851768494,0.00044134281398285004,0.00041991973514942564,94.05,95.59
88,35.96751379966736,0.00036773919349624996,0.0004954023615402333,95.24,94.85
89,35.91955780982971,0.00040961611306383495,0.0004660752328003154,94.64,94.49
90,33.92421364784241,0.00029754208489542915,0.0004889388733050402,96.73,93.75
