epoch,epoch duration,loss,val_loss,accuracy,val_accuracy
0,0.0,0.01,0.01,0.0,0.0
1,11.59988784790039,0.00226858737213271,0.0028128126526580136,71.73,73.53
2,11.75151777267456,0.0019667803176811765,0.002020893947166555,73.51,79.78
3,11.893815755844116,0.001959627228123801,0.0017987025134703692,75.6,81.25
4,11.814476728439331,0.0016845853200980595,0.0016759215470622567,78.57,83.46
5,11.741828441619873,0.0018194947569143203,0.0013965712312389823,76.79,86.03
6,11.636316061019897,0.001601700626668476,0.0014579871340709575,79.17,84.19
7,11.669830560684204,0.0013563129163923719,0.0012482884613906637,81.55,86.76
8,11.810579538345337,0.001300196030310222,0.001205429873045753,82.74,88.24
9,11.792097806930542,0.0012978895434311458,0.001352715032065616,83.33,86.03
10,11.663393259048462,0.0013070462182873772,0.0009850958252654357,86.01,90.07
11,11.7232825756073,0.0011606842634223756,0.0011271651395980049,83.33,88.6
12,11.55005168914795,0.0014274355378888902,0.0009395038599477095,83.04,88.24
13,11.603226661682129,0.0012723290849299658,0.0010195313131108003,84.23,87.87
14,11.879438877105713,0.0011924608122734796,0.0009943796869586496,83.93,91.18
15,11.790816307067871,0.001060389070993378,0.001125184161698117,86.61,88.6
16,11.882594347000122,0.001228433723251025,0.0010464532191262527,85.42,87.87
17,11.823403596878052,0.00125076062977314,0.001040237900965354,85.71,88.97
18,11.713736772537231,0.0011521752568937483,0.0008007992497261832,84.52,92.28
19,11.867627620697021,0.0010717925393865222,0.0009780836236827513,86.61,89.71
20,11.33940577507019,0.0009436005105574926,0.0010512947817059124,88.69,88.97
21,11.714467287063599,0.001100082305215654,0.0007449418087215984,85.71,90.81
22,11.891906499862671,0.0010741712259394781,0.001002497532788445,87.2,90.07
23,11.846404075622559,0.0013042077244747254,0.0008723319453351638,85.12,91.54
24,11.659745693206787,0.001088026999717667,0.000998079776763916,85.71,90.44
25,11.764178991317749,0.0011601346944059645,0.0007448047947357682,85.42,91.54
26,11.864385843276978,0.001105991325208119,0.0007569026749800233,85.71,91.18
27,11.81873083114624,0.0010350244563250314,0.0009520305868457345,86.9,87.13
28,11.87615180015564,0.0010892638847941445,0.0006745899205698687,86.9,92.28
29,11.825159311294556,0.0009482756611846742,0.0007977698217420017,86.9,92.65
30,11.740010976791382,0.000967799730244137,0.0008219629526138306,87.5,91.91
31,11.761156558990479,0.001035895464675767,0.0007169335423146977,87.2,92.28
32,11.750102043151855,0.001181214160862423,0.0007291281705393511,84.82,91.54
33,11.85011076927185,0.0010907500095310666,0.0006276002592023681,86.61,94.12
34,11.88247036933899,0.0008568056814727329,0.0007096252349369667,89.29,91.54
35,11.74363088607788,0.0007437541193905331,0.0005802503951332148,91.37,94.49
36,11.765162706375122,0.0008888295186417443,0.0007343613816534772,87.8,93.01
37,11.705578088760376,0.0006939718677174477,0.000640573856585166,91.07,94.12
38,11.866631507873535,0.0010569121333814803,0.0007246997316970545,86.61,92.28
39,11.709668636322021,0.0010182847756715048,0.0007687392918502583,86.9,93.01
40,11.886293649673462,0.0009143616826761337,0.0008269877118222854,87.2,91.91
41,11.735086441040039,0.0009170251765421458,0.0006888097919085447,88.69,92.65
42,11.765123844146729,0.0009396238518612725,0.0007495206835515358,87.8,91.91
43,11.966259241104126,0.0009567575263125556,0.0007097085061318734,88.39,94.12
44,11.701736211776733,0.001082230093223708,0.0006110990310416502,86.9,93.01
45,11.67936396598816,0.0009597102623610269,0.0006263825275442179,85.71,93.75
46,11.85934567451477,0.0008230625341335932,0.0006482251645887599,90.18,94.12
47,11.836046934127808,0.0009167816135145369,0.0005648056702578769,89.29,94.85
48,11.901651859283447,0.0009176062331313179,0.0006968372994486024,88.1,93.75
49,11.832796335220337,0.0009791278945548193,0.0006407641750924728,87.8,95.22
50,11.79966115951538,0.0008962463942312059,0.0006022640668294009,88.39,94.12
51,11.51935362815857,0.0006868554545300347,0.0006019530598731602,93.15,94.49
52,11.686160564422607,0.0009194908752327873,0.000637437216937542,87.8,92.28
53,11.796408891677856,0.0008635096961543674,0.0005602227414355558,87.8,94.85
54,11.74640679359436,0.0007243469534885316,0.0006009200040031882,91.37,95.59
55,11.696675777435303,0.0007413279797349657,0.0006027913597576759,91.07,93.75
56,10.349538803100586,0.0009103571730000633,0.0007467231001047527,89.58,94.12
57,10.645517349243164,0.0005514656326600484,0.0006624040577341529,92.56,93.75
58,10.779568910598755,0.0009478699593316941,0.0006308906218584846,86.61,95.59
59,10.494284629821777,0.0008091505262113753,0.0005653642446679227,90.48,94.49
60,10.577367305755615,0.0007282240050179618,0.0006609274184002596,88.69,94.49
61,10.46692681312561,0.0008753643681605657,0.0007158004514434759,90.18,94.49
62,10.469004392623901,0.0007709142352853503,0.0006233842714744456,91.07,94.12
63,10.503204345703125,0.0007406390671219144,0.0006512284607571714,90.77,94.12
64,10.54348349571228,0.0007101517791549364,0.0006694538409219068,90.48,93.38
